CCC(C)S	CHEMBL3183438
NCCCNc1ccnc2cc(Cl)ccc12	CHEMBL235241
Cc1ccccc1NC(=O)Cc1cccs1	CHEMBL238021
COc1cc(CO)ccc1Oc1ccccc1	CHEMBL239010
Oc1cc(C=O)ccc1Oc1ccccc1	CHEMBL240949
NC(=N)Nc1c[nH]c2ncccc12	CHEMBL243361
CCC(CC)=NNC1=NC(=O)CS1	CHEMBL3335634
COc1cncc(c1)N1CC2CC1CN2	CHEMBL242864
Cc1ccc2c(cccc2n1)C(O)=O	CHEMBL242110
Clc1cc(ncn1)N1CC2CC1CN2	CHEMBL242440
NCc1cncc(c1)N1CC2CC1CN2	CHEMBL243345
CCOc1ccnc2ccc3ncccc3c12	CHEMBL244444
COc1ccc(cn1)N1CC2CC1CN2	CHEMBL243560
CCC=C(C)C(=O)SCCNC(C)=O	CHEMBL244834
Clc1ccc(cn1)N1CC2CC1CN2	CHEMBL245243
Clc1ccc(cc1)N1CC2CC1CN2	CHEMBL244376
CCOC(=O)C=Cc1ccc(O)cc1	CHEMBL2074640
ClCCNC(=O)N=NC(=O)NCCCl	CHEMBL245907
O=Cc1ccc(OCC#C)cc1OCC#C	CHEMBL246717
OCCn1ncc2c(SCC=C)ncnc12	CHEMBL247385
OCCSc1ncnc2n(CC=C)ncc12	CHEMBL248468
CCCCCCC1OC(=O)c2ccccc12	CHEMBL249590
Nc1ccccc1NC(=O)c1ccccn1	CHEMBL254361
CC(C)C1CCC(C)CC1OC(C)=O	CHEMBL254585
OC(CCl)CNc1cc(Cl)ccc1Cl	CHEMBL256012
OC(CCl)CNc1ccc(Cl)cc1Cl	CHEMBL255612
Oc1cccc2c(CNCC#C)ccnc12	CHEMBL255700
Cc1ccc2C(=O)C(=C)Cc2c1	CHEMBL3337746
Cc1ccc2CC(=C)C(=O)c2c1	CHEMBL3337747
CN1CCC=C(C1)c1nsnc1OCCO	CHEMBL257683
C1Cc2ccccc2C1c1ncc[nH]1	CHEMBL258178
CN(C)Cc1ccccc1Oc1ccccc1	CHEMBL256058
Oc1ccc(cc1)-c1ccccc1C#N	CHEMBL258553
Cc1nccc2[nH]c3ccccc3c12	CHEMBL259305
OC(=O)C=CC(=O)Nc1ccccc1	CHEMBL259813
Cc1cc(O)c(C)c2sc(N)nc12	CHEMBL261640
COc1cc(CC(C)N)c(OC)cc1F	CHEMBL267526
Clc1ccc2c(ccnc2c1)N1CC1	CHEMBL269855
COC1(OC)C(=O)Nc2ccccc12	CHEMBL268311
CCN(CC)CC(=O)Nc1ccccc1C	CHEMBL271307
C1CN=C(N1)c1ccc2OCOc2c1	CHEMBL268945
CN(C)C1CC2CCC1(C)C2(C)C	CHEMBL268543
CCCOc1nc(N)nc2[nH]cnc12	CHEMBL272692
CC=C(NC(=O)C1CC1)C(O)=O	CHEMBL274631
COc1ccc(NC2=NCCN2)cc1OC	CHEMBL271995
CC1CC=C(CN1C)c1nc(C)no1	CHEMBL276190
CC(C)(C)Nc1ncnc2ccccc12	CHEMBL274261
Cc1cc(nc2ccccc12)C1CCC1	CHEMBL274827
C1CN2CC(N=C2S1)c1ccccc1	CHEMBL277775
OC(=O)CCNC(=O)c1ccccc1O	CHEMBL276766
O=C1CCCCC(=O)C1c1ccccc1	CHEMBL279427
CN1c2ncn(C)c2C(=O)N(C)C1=O	CHEMBL113
CNCCc1c[nH]c2ccc(O)cc12	CHEMBL277362
NCCc1ccc(O)c2NC(=O)Cc12	CHEMBL278188
Cc1ccc2N=C(O)C(=O)Nc2n1	CHEMBL281055
CC(NCc1ccccc1N)c1ccccc1	CHEMBL278582
Fc1ccc(cc1)C1=NNC(=S)N1	CHEMBL279919
COC(=O)C1OC1CCCc1ccccc1	CHEMBL278887
NCC1CCCCc2c(O)c(O)ccc12	CHEMBL280574
COc1ccc(SC)c2CCC(N)Cc12	CHEMBL280395
CCSc1nnc(-c2ccccc2F)n1C	CHEMBL281897
ClCCNc1ccnc2cc(Cl)ccc12	CHEMBL281003
COc1cc(OC)c(CC(C)N)cc1C	CHEMBL282183
CCN(CC)CCSC(=NO)c1cnsn1	CHEMBL282271
c1nc(cs1)-c1nc2ccccc2[nH]1	CHEMBL625
CN(CCc1ccccc1)C1CCCCC1O	CHEMBL282241
COc1ccc(Cl)c2CC(N)CCc12	CHEMBL283502
CC(=NNCCCC1CCCC1)C(O)=O	CHEMBL284580
COc1cc(C)c(CC(C)N)cc1OC	CHEMBL284589
O=C(C=Cc1ccccc1)c1cccs1	CHEMBL285241
CC(=NNCCc1ccccc1)C(O)=O	CHEMBL284357
CCCN1CCCC(C1)c1ccccc1OC	CHEMBL285709
CCOCC1CN(NC1=O)c1ccccc1	CHEMBL288925
CON=C1COC2(C1)CCN(C)CC2	CHEMBL289139
NCc1cccc-2c1Cc1ccccc-21	CHEMBL290010
C1CC2NC1CC(=C2)c1cnccn1	CHEMBL292030
COCCC1CN(NC1=O)c1ccccc1	CHEMBL291227
NC(=O)N(O)CC1CC1c1ccco1	CHEMBL292959
NC(=O)N(O)CC1CC1c1ccoc1	CHEMBL294092
COC(=O)C1OC1(C)c1ccccc1	CHEMBL295309
Nc1ncnc2n(cnc12)C1CCCC1	CHEMBL294590
COC(=O)C=CC(=O)c1ccccc1	CHEMBL296423
CCCc1ncc2c(C)nnc(SC)n12	CHEMBL296452
COC(=O)C=CC(=O)c1cccnc1	CHEMBL297432
NC(N)NC(=O)c1ncc(N)nc1N	CHEMBL298267
C1CCC(C1)Nc1nncc2cncn12	CHEMBL298213
CCCc1nnc(SC)n2c(C)ncc12	CHEMBL297211
NNC(=O)C1(CC1F)c1ccccc1	CHEMBL299655
CN(C)CCCNc1ccnc2ccccc12	CHEMBL300655
CN(C)C(=O)C1=CCC2CCC1N2	CHEMBL302691
NC(=S)c1cccc2C(=O)CCc12	CHEMBL302808
NC(=N)c1cccc2C(=O)CCc12	CHEMBL302812
CCc1cccc(CC)c1NC1=NCCN1	CHEMBL301717
C1CC2NC1CC(=C2)c1ccnnc1	CHEMBL302380
COC(=O)CSc1sccc1C1OCCO1	CHEMBL301930
CCCOc1nsnc1C1=CCCN(C)C1	CHEMBL303922
C1CC(c2ncccc2C1)n1ccnc1	CHEMBL301608
CCCNC(C)Cc1cc(OC)ccc1OC	CHEMBL304023
COc1ccc2occ(CC(C)N)c2c1	CHEMBL304628
C1CN2CCC1C(=C2)c1cncnc1	CHEMBL303358
COC(=O)C1C2CCC(CC1O)N2C	CHEMBL305331
Oc1ccccc1SCCCCP(O)(O)=O	CHEMBL306499
CSc1cc(F)ccc1NCC1=NCCN1	CHEMBL306792
Clc1ccc(CN2CCCSC2=N)cn1	CHEMBL307036
COc1cccc(C=NNC(=N)NO)c1	CHEMBL308340
CCNC(=S)NCCCCc1c[nH]cn1	CHEMBL309819
O=C1NS(=O)(=O)c2ccccc12	CHEMBL310671
NC1=Nc2cccc3cccc(N1)c23	CHEMBL311074
COc1n(nc2ccccc12)C(C)C	CHEMBL3343327
COc1n(CCCCO)nc2ccccc12	CHEMBL3343336
CC1(C)COc2n1nc1ccccc21	CHEMBL3343349
C1Cc2[nH]c3ccccc3c2CCN1	CHEMBL310620
ONc1ccc(C=Cc2ccccc2)cc1	CHEMBL313092
OP(O)(=O)c1cccc2ccccc12	CHEMBL312817
COc1ccc(cc1OC)C#CCN(C)C	CHEMBL312832
Nc1ccc2c(ccc3ccccc23)c1	CHEMBL312946
O=C1Nc2cnccc2-c2ccccc12	CHEMBL311091
O=C1Cc2c(O1)ccc1ccccc21	CHEMBL314020
O=C(C=Cc1ccoc1)c1cccnc1	CHEMBL315421
Nc1ncnc2n(C=C=CCO)cnc12	CHEMBL313478
O=C1C=CC(=O)c2[nH]cnc12	CHEMBL314906
O=C(C=Cc1cccs1)c1ccccc1	CHEMBL315053
CCOCCN=C(NC#N)Nc1cccnc1	CHEMBL316196
Sc1ccccc1C(=O)Nc1ccccc1	CHEMBL317000
O=C(C=Cc1ccco1)c1cccnc1	CHEMBL314559
O=C(C=Cc1cccs1)c1ccccn1	CHEMBL315587
CN1C(=O)C(=O)Oc2ccccc12	CHEMBL315876
NC(=S)Nc1ccc(cc1)[N+]#N	CHEMBL315680
O=C(C=Cc1ccco1)c1ccccn1	CHEMBL315813
CC1(CO1)C1CCC(C=NO)=CC1	CHEMBL317212
C1CN(CCN1)c1nc2ccccc2o1	CHEMBL317047
NC1CC11C2CC3CC(C2)CC1C3	CHEMBL319309
CN1CNS(=O)(=O)c2cnccc12	CHEMBL318907
CCCCNC1CC(C)C(O)C(O)C1O	CHEMBL319008
NC(=N)c1ccc2cccc(N)c2c1	CHEMBL319264
Nc1nc(N)c2c3CCCCc3sc2n1	CHEMBL323155
CN1C2CCC1CC(C2)=NOCCC#C	CHEMBL322342
Cc1nc2cccc(F)c2c(N)c1CO	CHEMBL321926
Nc1ncnn1C(=S)NCc1ccccc1	CHEMBL322024
Cc1[nH]c(N)nc1Cc1ccccc1	CHEMBL323932
Cc1nc2cccc(F)c2c(N)c1CN	CHEMBL325142
CON=Cc1cc(I)c(O)c(OC)c1	CHEMBL326040
COc1ccccc1CC1=CCC(C)CC1	CHEMBL323379
COc1c(O)cc(cc1Cl)C(O)=O	CHEMBL327180
Clc1ccc2NC(=O)C(=O)c2c1	CHEMBL327012
CN1CCC(C=Cc2ccccc2)=CC1	CHEMBL333414
O=C(C=Cc1ccncc1)c1ccco1	CHEMBL335413
NC(=S)Nc1cccc(c1)C(O)=O	CHEMBL334556
CON=C(Br)C12CCN(C1)CCC2	CHEMBL335324
CON=C(Cl)C12CCN(C1)CCC2	CHEMBL336162
CCOc1nccnc1C1=CCCN(C)C1	CHEMBL336793
COc1ccc2c(CCN)c[nH]c2c1	CHEMBL337825
O=C1NCCC2(CN3CCC2CC3)O1	CHEMBL336197
NC(CC1=CC(=O)NO1)C(O)=O	CHEMBL337075
COc1cc(C)c(SC)cc1CC(C)N	CHEMBL338149
CCOC(=O)c1c(N)sc2CCCc12	CHEMBL341097
CCCOc1c(OC)cc(CCN)cc1OC	CHEMBL340765
Clc1ccc(nn1)N1CC2CC1CN2	CHEMBL340584
CC(C)=CCCC(=CBr)C(Cl)=C	CHEMBL342015
CCCCNc1nc(SC)nc2ncccc12	CHEMBL345830
NCCc1cc(O)c(cc1O)C(O)=O	CHEMBL343473
C1CCC2OCCOCCOCCOCCOC2C1	CHEMBL347646
ClCCNP1(=O)OCCC(=O)N1CCCl	CHEMBL1319
NC(C(O)=O)c1cc(O)ccc1Cl	CHEMBL345498
CCCCNC(=O)c1ccc(Cl)cc1O	CHEMBL348251
CN1C(O)C(NC1=O)c1ccccc1	CHEMBL348320
CCOc1cc(CCN)cc(SCC)c1OC	CHEMBL349363
CC1NC(=O)N(C1O)c1ccccc1	CHEMBL345799
OC(=O)C=CC(=O)Nc1ccccc1	CHEMBL346869
CON=C(C#N)C12CCN(CC1)C2	CHEMBL344892
O=C(C=Cc1ccncc1)c1cccs1	CHEMBL345085
CCC1(C)Nc2ccccc2C(N)=N1	CHEMBL354899
Cc1cccc(C)c1NC(=O)NCCCl	CHEMBL351818
CCc1cscc1C(C)c1c[nH]cn1	CHEMBL352348
CCC(c1c[nH]cn1)c1sccc1C	CHEMBL352746
S=C(NN=Cc1cccs1)N1CCCC1	CHEMBL352090
Cc1cccc(C)c1NC(=O)CCCCN	CHEMBL353024
O=C(NC1CONC1=O)C1CCCCC1	CHEMBL353568
CC(O)Cc1ccc2cccc(O)c2n1	CHEMBL354357
CC(=O)Oc1ccccc1SCCCCCBr	CHEMBL358309
Cc1nc(NCCO)c2cc[nH]c2n1	CHEMBL354838
CC(c1c[nH]cn1)c1sccc1Br	CHEMBL355784
Nc1nccnc1C(=O)Nc1ccccn1	CHEMBL361116
O=C1CCNC(=O)c2[nH]ccc12	CHEMBL357047
CC1CNCCc2cc(F)c(Cl)cc12	CHEMBL360492
CCCCS(=O)(=O)NC1CCOC1=O	CHEMBL359766
O=C1NCc2c[nH]c3cccc1c23	CHEMBL356104
COCc1scnc1C(=O)Nc1nccs1	CHEMBL365124
CN1CCCC(C1)=Cc1cc(C)no1	CHEMBL358576
OCCc1scnc1C(=O)Nc1nccs1	CHEMBL365225
COc1cc(Cl)ccc1COCC(O)=O	CHEMBL366476
CC(C)Oc1cccc2ccc(N)nc12	CHEMBL365254
Cc1sc(N)nc1-c1ccc(C)cc1	CHEMBL369449
OC(=O)C(S)=Cc1ccc(I)cc1	CHEMBL366254
COc1ncccc1C#Cc1csc(C)n1	CHEMBL372511
OC(=O)COCc1ccc(Cl)cc1Cl	CHEMBL368947
Cc1sc(N)nc1-c1ccc(F)cc1	CHEMBL368866
CCc1ccc2C(=O)C(=O)Nc2c1	CHEMBL374629
C1C(=Cc2ccccc12)n1ccnc1	CHEMBL377576
Clc1cc(cnc1Br)N1CCCNCC1	CHEMBL377615
NNC(=S)Nc1ncc(o1)C1CCC1	CHEMBL378566
OC(=O)COc1ccc(Br)cc1C=O	CHEMBL385009
NCC(N1CCOCC1)c1ccccc1Cl	CHEMBL382382
Cc1nc(cs1)C#Cc1cccnc1Cl	CHEMBL383771
Clc1ccc(cc1Br)C(=O)CC#N	CHEMBL388546
OC(=O)CNCCC=CP(O)(O)=O	CHEMBL3349424
CCCc1c(cnn1O)C(N)C(O)=O	CHEMBL389585
CCCC(=O)Nc1cccc2CCCCc12	CHEMBL394913
CC1(C)CNCCc2ccc(Cl)cc12	CHEMBL398926
BrCC1=C(Br)C(OC1=O)=CBr	CHEMBL399174
CCCn1ncc2c(SCC=C)ncnc12	CHEMBL396331
NC(=N)Nc1c[nH]c2ccccc12	CHEMBL395041
OC(=O)Cc1c[nH]c2ncccc12	CHEMBL394372
CCCSc1ncnc2n(CC=C)ncc12	CHEMBL393459
C1CN=C(N1)c1cc2ccccc2o1	CHEMBL404505
CC1OC(C[N+](C)(C)C)CC1O	CHEMBL404094
CCCCNC1=Nc2ccccc2C(C)N1	CHEMBL402874
Nc1ccccc1NC(=O)c1ccccc1	CHEMBL405072
COCc1cc(O)c(O)c(Br)c1Br	CHEMBL402381
Cc1cccc2[nH]c3ccncc3c12	CHEMBL406450
Clc1ccc(NCc2ccco2)cc1Cl	CHEMBL406514
C1CC(CCN1)c1nc2ccccc2o1	CHEMBL414227
COc1cccc2C(C)NC(N)=Nc12	CHEMBL408152
CN1CCC=C(C1)c1nsnc1OCCN	CHEMBL406570
CCC(C)c1cccc(C(C)CC)c1O	CHEMBL416393
COc1ccc(cc1OC)-c1cccnc1	CHEMBL417498
NC(=N)c1ccccc1NCCC(O)=O	CHEMBL417644
CCOC1=CNc2c(CC)cnn2C1=O	CHEMBL418910
O=C1NCC2(CCc3ccccc23)N1	CHEMBL421713
CC(c1c[nH]cn1)c1cscc1Br	CHEMBL424573
CCOc1nccnc1Nc1cccc(C)n1	CHEMBL425385
Clc1cccc2CCN(CC=C)CCc12	CHEMBL433730
CCCCCCCn1cc2c(N)ncnc2n1	CHEMBL426443
[C-]#[N+]c1cccc2ccccc12	CHEMBL431575
CCOc1cccnc1Nc1cccc(C)n1	CHEMBL426826
COC(=O)c1cccc(C(C)C)c1O	CHEMBL430581
OC(C(=C)C#N)c1ccccc1Br	CHEMBL3358571
Clc1ccc(cc1)C1=CSSC1=S	CHEMBL3355774
COc1ccc(cc1)C1=CSSC1=S	CHEMBL3355776
CSc1ccc2C(O)C(N)CCCc2c1	CHEMBL433334
COc1ccc(C=Nn2cnnc2)cc1	CHEMBL3356213
OC1=CN2CCNC(=O)C2=CC1=O	CHEMBL433969
Brc1ccc(C=Nn2cnnc2)cc1	CHEMBL3356215
CSc1ccc(C=Nn2cnnc2)cc1	CHEMBL3356219
C1CC1Nc1ncnc2[nH]cnc12	CHEMBL3355392
ONC(=O)c1c[nH]c2ccccc12	CHEMBL434171
CCCN1CCOC(C1)c1ccccc1Cl	CHEMBL432595
Cc1nnc2c(cnc3ccccc23)n1	CHEMBL432185
CC(C)NC(=O)c1ccc(O)cc1O	CHEMBL450843
Oc1cccc(CCP(O)(O)=O)c1O	CHEMBL440285
CCOc1ccccc1C(=C)n1ccnc1	CHEMBL441772
CCCCc1c(C)ccc(C(C)C)c1O	CHEMBL442340
CCCNC(=S)NCCCc1c[nH]cn1	CHEMBL439758
CCc1ccc(cc1)C(=O)CC=NOC	CHEMBL443194
CCCCC=CC#CC#CCCCCC(O)=O	CHEMBL448670
CN1CNS(=O)(=O)c2cccnc12	CHEMBL441073
Cn1cc(Cc2ccc(O)cc2)nc1N	CHEMBL450088
CN1CCN(CC1)c1nc(N)ncc1C	CHEMBL446896
CC(C)CCC(=O)NNc1ccccc1C	CHEMBL454045
OC(=O)c1cc(Cl)cc(Cl)c1O	CHEMBL449129
Brc1n[nH]c2c(cccc12)C#N	CHEMBL451541
COc1ccc(C=Cc2cccnc2)cc1	CHEMBL447838
COc1ccc2C(=O)OC(O)Cc2c1	CHEMBL449549
Fc1ccccc1NC(=O)C(Cl)Cl	CHEMBL1240664
Nc1ccc(Cl)cc1S(N)(=O)=O	CHEMBL448692
NC(=O)c1ncn2CCC(=O)Nc12	CHEMBL449698
COc1ccc(CCc2ccccc2)cc1O	CHEMBL447998
Oc1cccc(CCc2ccccc2)c1Cl	CHEMBL451469
COc1cc(SCC2CCC2)ccc1C#N	CHEMBL453244
CCCCCCNc1ncnc2[nH]cnc12	CHEMBL449217
COc1ccc(cc1OC)C(=O)NCCO	CHEMBL447103
Nc1cc(Cl)cc(C(O)=O)c1Cl	CHEMBL446021
OC(=O)c1cc(Br)cc(Br)c1O	CHEMBL447448
CCCCCc1cc(OC)c2ccccc2n1	CHEMBL456955
Clc1ccccc1CN(CCBr)CCBr	CHEMBL1241113
Nc1cc(Cl)ccc1Oc1ccccc1	CHEMBL1240673
Oc1ccccc1C(=O)Nc1ccccn1	CHEMBL458878
COCc1cc(Br)c(O)c(O)c1Br	CHEMBL455804
CCC(O)c1cc2OCOc2c(OC)c1	CHEMBL456307
CCCCNc1ccnc2cc(Cl)ccc12	CHEMBL460417
OCCCNc1ccnc2cc(Cl)ccc12	CHEMBL460418
CN(C)CC12CC3CC1CC(C2)C3	CHEMBL460390
NS(=O)(=O)c1cc(Cl)sc1Cl	CHEMBL455720
CCCCCCCCCCCCCC=CC(C)=O	CHEMBL1077289
Oc1ccccc1C(=O)Nc1nccs1	CHEMBL1240569
OCCN(CCO)Cc1ccc(F)cc1F	CHEMBL1240990
Cc1cc(OCC2=NCCO2)ccc1Cl	CHEMBL456129
Cc1ccccc1NC(=O)C(Cl)Cl	CHEMBL1240584
Oc1cc(Cl)ccc1Oc1cccnc1	CHEMBL1240915
COc1cc(SCCC(C)C)ccc1C#N	CHEMBL462663
NCCCCNc1cc(O)cc2cccnc12	CHEMBL463568
CSc1cc(CC(C)N)c(SC)cc1C	CHEMBL464850
Oc1c(O)c(Br)c(C=O)cc1Br	CHEMBL462753
Nc1ccccc1C(=O)c1ccccc1	CHEMBL1241132
Cc1ccc2cccc(C(N)=O)c2n1	CHEMBL471966
Oc1cc(Cl)ccc1Oc1cnccn1	CHEMBL1240916
OC(=O)CCCCCCCCC=CC(O)=O	CHEMBL470062
CC(CC=CC(=O)N(C)C)N(C)C	CHEMBL468697
CNCCNc1ccnc2cc(Cl)ccc12	CHEMBL471396
CCCCCCCCCCCCNCc1ccccc1O	CHEMBL473310
CCC=C1OC(=O)C(C=CCO)=C1	CHEMBL471484
Cc1ccsc1-c1ccc(O)c(O)c1	CHEMBL475078
ClC1=C(CCc2ccccc12)C=O	CHEMBL1797251
Nc1ncnc2n(CCO)c(Br)nc12	CHEMBL474058
CNCc1cc(F)ccc1Oc1ccccc1	CHEMBL472389
C(C1CN2CCC1CC2)c1ccccc1	CHEMBL478913
CCCN1CCN(CC1)c1ccccc1Cl	CHEMBL480231
CNCCC(=O)Nc1nsc2ccccc12	CHEMBL478685
NCCNC1CNCC1Cc1cccc(N)n1	CHEMBL483940
CCON=CCC(=O)c1ccc(C)cc1	CHEMBL483888
Cc1cc(ccc1F)C#Cc1cncnc1	CHEMBL488232
COCC1=CSN(C1=O)c1ccccc1	CHEMBL489896
COc1ccccc1C1=CC(=O)CCC1	CHEMBL486251
Brc1ccc2ncnc(NCC=C)c2c1	CHEMBL494325
Cc1nc(cs1)-c1ccc(O)cc1O	CHEMBL492882
COc1ccccc1C(CCN)c1ccco1	CHEMBL491289
CN1CCN(CC1)c1nc(N)ncc1N	CHEMBL493478
COC1=CC(=O)OC1(O)C(C)=C	CHEMBL495778
O=C1C=CC(=O)c2[nH]ccc12	CHEMBL500863
CCNC(=S)NN=C(C)c1ccccn1	CHEMBL507986
OC(=O)c1ccccc1OC(=O)CBr	CHEMBL499817
Nc1cc(Cl)ccc1S(N)(=O)=O	CHEMBL506160
Cc1cnc2c(cccc2c1)C(N)=O	CHEMBL504998
CNC(=S)CCNCCSP(O)(O)=O	CHEMBL1204479
CCCn1c(Br)nc2c(N)ncnc12	CHEMBL506450
OC(=O)CNC(=O)C=Cc1ccco1	CHEMBL504869
Oc1ccc(F)cc1-c1cc[nH]n1	CHEMBL505230
Cc1nn(C)c2ncc(CCCO)cc12	CHEMBL506846
CNC(=O)OCc1cccc(Cl)c1Cl	CHEMBL502223
OCCc1cc(O)c(O)c(Br)c1Br	CHEMBL504188
Fc1ccc(cc1Cl)N1SC=CC1=O	CHEMBL510900
Oc1cc(C=O)c(Br)c(Br)c1O	CHEMBL510971
OCC(=O)c1c[nH]c2ccccc12	CHEMBL524903
OCCCCCCNC=C1NC(=S)SC1=O	CHEMBL527447
COc1ccc(Cc2ccccc2O)cc1	CHEMBL1795589
OCC(c1ccccc1)c1ccccc1O	CHEMBL1795392
Oc1cccc(C=Nc2ccccc2)c1O	CHEMBL532723
Cc1nc(cs1)-c1ccc(C)cc1C	CHEMBL532430
OCc1cn(nn1)-c1ccccc1Cl	CHEMBL1823282
Cc1cc(C)c2NCCC(=NO)c2c1	CHEMBL534585
OC(=O)c1ccccc1N1CCCCC1	CHEMBL1824799
CCNc1nc(SCC)nc2ncccc12	CHEMBL1824459
Cc1n[nH]c(C)c1-c1ccccc1	CHEMBL540487
CCC1=C(Br)C(OC1=O)=CBr	CHEMBL1253275
Oc1cccc(CP(O)(O)=O)c1O	CHEMBL1208374
COc1ccccc1-n1cc(CO)nn1	CHEMBL1823289
Cc1ccccc1-n1cc(C=O)nn1	CHEMBL1823303
ONC(=NC1CCCCC1)c1ccsc1	CHEMBL1861466
OCCNC(=O)C=Cc1cccc(F)c1	CHEMBL549720
COc1ccc(C=NOCC(C)C)cc1	CHEMBL1862729
CCCCC(O)=CC(=O)c1ccccn1	CHEMBL550635
CN1CC(O)=C(C(C)=O)C1=O	CHEMBL1858506
Cc1ccc(C=CC(=O)NCCO)cc1	CHEMBL549922
CC(C)=CCCC(C)=CCN=C(N)N	CHEMBL556739
CC(=O)c1cc2c(Cl)cccc2s1	CHEMBL551733
Nc1nccc(C=Cc2ccccc2)n1	CHEMBL1209431
Nc1nccc(C=Cc2ccncc2)n1	CHEMBL1209745
NC(=O)c1ccccc1Sc1ccccc1	CHEMBL551610
CCNC(=S)NN=C(N)c1ccccn1	CHEMBL555941
COC(=O)c1ccc(OC)c(O)c1N	CHEMBL555451
NC(=O)c1ccccc1Nc1ccccc1	CHEMBL561194
OCCNC(=O)C=Cc1ccc(F)cc1	CHEMBL561944
CCCCC(O)=CC(=O)c1cccnc1	CHEMBL558441
Nc1oc(nc1C#N)-c1ccccc1	CHEMBL1857910
Cc1occc1C(=O)Nc1ccccc1	CHEMBL1862959
CCCC1OC(OCC1CC)c1ccco1	CHEMBL1865155
CS(=O)(=O)NCc1ccccc1Br	CHEMBL1863582
Cc1ccc2N(CCO)C(=N)Sc2c1	CHEMBL565756
Fc1ccc(CN2CCCNC2=O)cc1	CHEMBL1863878
Ic1ccccc1N1C(=O)C=CC1=O	CHEMBL566999
CCCSc1nc2c(N)ncnc2[nH]1	CHEMBL566569
Nc1ccccc1C(=C)c1ccccc1	CHEMBL1866767
CC(=O)Nc1ncnc2[nH]cnc12	CHEMBL569454
CCN(CC)C(=O)Nc1ccccc1C	CHEMBL1866928
CC(C)Nc1ccc(O)c2ncccc12	CHEMBL571661
Nc1ccccc1-c1ccc(Cl)cc1	CHEMBL1868314
O=C1CCCCC=CCCCCCCCCCO1	CHEMBL1866595
Clc1ccc(NC(=S)C#N)cc1Cl	CHEMBL571299
Fc1ccccc1OCCCCCN1CCCC1	CHEMBL1866241
Cc1ncn(Nc2cccc(C)c2)c1C	CHEMBL569150
O=C1CCN(CC1)N=Nc1ccccc1	CHEMBL572677
NS(=O)(=O)CCN=Cc1ccccc1	CHEMBL574337
Nc1ncccc1CCc1cccc(Cl)c1	CHEMBL575232
Clc1cccc(c1)N=NN1CCCCC1	CHEMBL574101
Oc1cc(O)c2C(=O)C=CNc2c1	CHEMBL574935
Clc1ccc(cc1)N=NN1CCCCC1	CHEMBL575426
OC(=O)c1cc(Br)c(O)cc1O	CHEMBL1253288
Brc1cccc(c1)N=NN1CCCCC1	CHEMBL573539
CN(N=Nc1ccccc1)c1ccccc1	CHEMBL573625
Cc1ccccc1N1C(=O)C=CC1=O	CHEMBL578794
Fc1ccccc1N1C(=O)C=CC1=O	CHEMBL579012
CC(C)Nc1ccc(O)c2ccccc12	CHEMBL578212
Nc1nccc(C=Cc2cccnc2)n1	CHEMBL1209744
CC(=O)n1cnc2c(N)ncnc12	CHEMBL1801630
Brc1ccc(cc1)N=NN1CCCCC1	CHEMBL583739
CON=C(CBr)c1ccc(Br)cc1	CHEMBL1801620
COc1cccc2nc(C)c(C)nc12	CHEMBL1802275
Clc1ccc(CN2CCCNC2=O)cc1	CHEMBL592894
Nc1nccc(C=Cc2ccccn2)n1	CHEMBL1209743
COc1ccc(CN2CCCNC2=S)cc1	CHEMBL596921
COc1ccc(CN2CCCNC2=O)cc1	CHEMBL596889
CCc1ccc(CN2CCCNC2=O)cc1	CHEMBL596890
Clc1ccc(CN2CCCNC2=S)cc1	CHEMBL596920
CCc1ccc(CN2CCCNC2=S)cc1	CHEMBL597122
ClCCCC(=O)c1csc(Cl)c1Cl	CHEMBL595728
CCCC1=C(C)Nc2ccccc2C1=O	CHEMBL600906
C1CN(CCN1)c1ncnc2ccsc12	CHEMBL594477
COc1cc(OC)c(SC)cc1CC(C)N	CHEMBL31787
Oc1c(Cl)cc(Br)c2cccnc12	CHEMBL143348
Cc1nccc(C=Cc2ccccc2)n1	CHEMBL1209435
CC(=O)N(O)CC=CP(O)(O)=O	CHEMBL606521
CN(CCN1CCCC1)Cc1ccccc1I	CHEMBL349793
OC(=O)C1CCSc2ccc(Cl)cc12	CHEMBL79228
NC(=NCc1ccco1)c1cnccn1	CHEMBL1087007
C(N1CCC1)c1ccc2OCOc2c1	CHEMBL1085287
Brc1cn2cc(nc2c(Br)n1)C#N	CHEMBL67087
NC(=NCc1ccco1)c1ccncc1	CHEMBL1087904
Oc1ccc(C=Nc2ccccc2)cc1	CHEMBL1091624
CCc1ccc(C=NNC(N)=S)cc1	CHEMBL1096480
COC(=O)C=Cc1cccc(OC)c1	CHEMBL1096389
NCCC1OC(CO)C(O)C(O)C1O	CHEMBL1160001
NC(=NCc1ccco1)c1ccccn1	CHEMBL1086893
Clc1ccccc1C=NNc1ccccn1	CHEMBL1872688
ONC(=N)NN=Cc1ccc(O)cc1	CHEMBL1160845
Cc1ccc(cc1C)C(=O)C1CC1	CHEMBL1871769
O=C1OC(C=C1)=Nc1ccccc1	CHEMBL1078669
OC1CC(COP(O)(O)=O)OC1O	CHEMBL1161479
CC1NC(=O)C(CCCCN)NC1=O	CHEMBL1161356
Cc1ccccc1C1CC=CC(=O)O1	CHEMBL1834401
